,CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law
11,RichardÂ Gonzalez,ABBV,Health Care,Q4,2017,2018-01-26 16:17:00,0.147,0.183,0.132,3305,1415,1560,152,70,93,7,3,2.333333333,0.4,0.817197127,0.65905303,0.553677187,0.711042337,0.510450513,0.984101511,0.746877785,0.523865324,0.216604774,0.77765469,2018-04-26 14:03:00,89.0,0.006666666666666685,-0.05209876543209875,-0.026337448559670806,-0.25440329218106994,0.100554,6558095638.7,0.232425,46191000000.0,0.6426,4567000000.0,1991095638.6999998,1249095638.7,41094000000.0,8731000000.0,1501000000.0,10232000000.0,529000000.0,1208000000.0,10997000000.0,4582000000.0,52973000000.0,46558000000.0,41094000000.0,58070000000.0,3.1797,-23.8596,147382936297.8,188476936297.8,28.9156,nm,5.2234,27.761,0.027844,0.036022,4.0804,6.6798,18.4203,21.5871,28.7396,18.9234,94.6599,0.019327,-0.013335,-0.070089,-0.108181,-0.090909,0.414572,1.522239,0.10972,0.034576,-0.072684,-0.088051,-0.16477,-0.201414,-0.19708,0.116968,-0.75089,0.100939,0.750425,0.362631,0.338283,0.309434,0.188156,0.249575,0.2231,0.189042,0.412142,0.687071,0.885007,0.312929,0.4123,5.7315,4.6192,10.4368,0.7184,63.6835,79.0177,508.0819,-365.3806,8.0224,14.064,12.4468,9.1344,10.393,0.149362,0.031994,0.117367,0.941566,1.090928,0.045348,0.127567,0.077569,0.0,1.090928,0.773592,1.039179,18.827977,0.11047,0.801757,0.912227,0.0,0.0,0.087773,5.1772,4.0162,4.5502,8.0775,6.2661,7.0993,2.3375,nm,nm,nm,nm,nm,nm,nm,1.2753,0.894,0.042813,0.389743,0.16239,6558095638.7,0.232425,0.273852,1596000000.0,3.31,1603000000.0,3.3,1603900000.0,3.31,0.26,0.26,,0.26,0.0,0.2400000000000002,0.3400000000000003,,0.3500000000000001,0.2400000000000002,1.0
12,RichardÂ A.Â Gonzalez,ABBV,Health Care,Q1,2018,2018-04-26 14:03:00,0.096,0.172,0.15,4435,1810,2503,197,100,161,9,3,3.0,0.5,0.815603462,0.653263863,0.544442616,0.710864484,0.517450175,0.982004866,0.705599575,0.441531848,0.215294234,0.812854961,2018-07-27 17:45:00,92.0,0.013238916256157699,0.02914614121510677,0.0306855500821019,-0.04915845648604261,0.129453,7593223631.2,0.256424,44830000000.0,0.6815,2753000000.0,4840223631.2,1212223631.2,41277000000.0,9446000000.0,1572000000.0,11018000000.0,553000000.0,293000000.0,9767000000.0,3386000000.0,52808000000.0,46427000000.0,41277000000.0,56361000000.0,2.2262,-24.7851,144640833204.0,185917833204.0,40.7095,nm,4.8845,22.6674,0.02902,0.044116,4.1472,6.2785,16.874,19.6822,24.4847,17.7014,38.411,0.049233,0.02607,0.041331,0.011252,0.031088,0.49722,2.307055,0.065428,0.049475,0.076818,0.081892,0.15784,0.201921,0.206061,0.054518,1.430935,-0.029465,0.751689,0.372079,0.339086,0.318992,0.215487,0.248311,0.226699,0.185904,0.412603,0.756222,0.893288,0.243778,0.4387,5.6307,4.6464,10.8868,0.7701,64.8229,78.5547,473.9589,-330.5814,9.1634,15.7883,14.1035,13.067,14.8629,0.174744,0.030941,0.143802,1.317713,1.492457,0.111389,0.139935,0.094529,0.0,1.492457,0.660868,0.965836,18.992767,0.113217,0.823743,0.93696,0.0,0.0,0.06304,4.7929,3.7463,4.2137,6.9546,5.436,6.1143,2.3548,nm,nm,nm,nm,nm,nm,nm,1.1985,0.8978,0.009895,0.329833,0.114346,7593223631.2,0.256424,0.284952,1591000000.0,3.98,1596000000.0,3.98,1599400000.0,3.98,0.28,,0.28,0.28,0.020000000000000018,0.1200000000000001,,0.33999999999999986,0.5800000000000001,0.2200000000000002,1.0
14,MikeÂ Minogue,ABMD,Health Care,Q2,2016,2016-10-27 22:45:00,0.136,0.164,0.095,4438,1408,224,139,58,7,12,5,2.4,0.411764706,0.82004904,0.648966075,0.531312366,0.687644072,0.489609098,0.987333288,0.673077885,0.329486604,0.084988243,0.653424502,2017-01-26 12:05:00,90.0,0.0205805261625084,-0.004853897679836908,0.13503543345306276,0.09076788661295014,0.380698,42816555.0,0.111009,178193000.0,2.3111,22605000.0,20211555.0,-521445.0,-220248000.0,73005000.0,4883000.0,77888000.0,22658000.0,35743000.0,268688000.0,267948000.0,16701000.0,15961000.0,-220248000.0,415142000.0,8.9377,7.8659,5732096400.0,5511848400.0,14.3863,16.3466,14.8615,132.2649,0.0,0.007561,30.9319,14.2904,70.7663,75.4996,128.7317,60.1238,272.7078,0.369556,0.353323,-0.663958,-0.661823,-0.673401,0.472833,-0.429489,0.145288,0.074062,0.031151,0.020835,0.026184,0.027015,0.031915,-0.006352,-0.484413,0.155949,0.844994,0.201938,0.189258,0.189278,0.112361,0.155006,0.495789,0.159947,0.655737,0.586552,1.012068,0.413448,0.9093,9.2134,2.1931,12.5173,5.232,39.6161,166.4344,69.7631,136.2874,-0.5425,1.1628,1.1768,0.0401,0.0419,0.256555,0.002635,0.25392,-0.137745,0.11881,0.121107,0.17212,0.102176,0.0,0.11881,0.0,0.0,4.046032,0.001783,0.038447,0.04023,0.0,0.0,0.95977,0.2144,-2.8278,0.2049,0.3901,-5.144,0.3728,46.7516,nm,nm,nm,nm,nm,nm,nm,6.1606,5.3841,0.09267,0.696621,0.694702,42816555.0,0.111009,0.191562,43129000.0,1.02,44580000.0,0.97,42300000.0,1.02,0.009999999999999953,,0.10999999999999999,0.0,0.009999999999999953,0.22999999999999998,,0.3900000000000001,0.3500000000000001,0.29000000000000004,0.0
15,MikeÂ Minogue,ABMD,Health Care,Q3,2016,2017-01-26 12:05:00,0.144,0.172,0.185,4718,1831,500,121,71,10,7,4,1.75,0.272727273,0.818166048,0.680162086,0.547563731,0.689671877,0.501287865,0.985270971,0.868063562,0.469254745,0.093205468,0.726331948,2017-05-04 08:00:00,97.0,0.02931442080378245,-0.015602836879432678,0.14619385342789593,0.1839243498817967,0.367609,47477823.2,0.11452,174951000.0,2.5569,25616000.0,21861823.200000003,-737176.8,-242429000.0,80960000.0,5551000.0,86511000.0,31730000.0,34609000.0,275318000.0,274548000.0,16520000.0,15750000.0,-242429000.0,433900000.0,9.3228,8.3217,5044683600.0,4802254600.0,12.0865,13.5406,12.1681,104.6289,0.0,0.009558,27.4491,11.5834,55.5103,59.3164,101.1473,47.8226,219.664,0.420682,0.402974,-0.621111,-0.617411,-0.627586,0.385057,-0.45732,0.171534,0.074874,0.11071,0.108965,0.108866,0.112534,0.113402,0.09537,0.08165,-0.018194,0.840733,0.208671,0.195274,0.195282,0.116298,0.159267,0.490396,0.155063,0.645459,0.586457,1.015489,0.413543,0.9289,9.5284,2.2932,10.9202,5.645,38.3065,159.1696,64.6595,132.8166,-0.5749,1.17,1.1881,0.0377,0.0396,0.292815,0.003361,0.289453,-0.166417,0.126398,0.134831,0.181405,0.108034,0.0,0.126398,0.0,0.0,3.164765,0.001775,0.036299,0.038073,0.0,0.0,0.961927,0.191,-2.8023,0.1821,0.348,-5.1062,0.3317,38.0584,nm,nm,nm,nm,nm,nm,nm,5.6636,4.9411,0.083479,0.664087,0.66223,47477823.2,0.11452,0.198306,43431000.0,1.13,44770000.0,1.08,42900000.0,1.13,0.25000000000000006,,0.25000000000000006,0.26,0.0,0.1499999999999999,,0.6499999999999997,0.9399999999999997,-0.06000000000000005,0.0
16,MichaelÂ R.Â Minogue,ABMD,Health Care,Q4,2016,2017-05-04 08:00:00,0.152,0.168,0.172,3927,1754,958,181,135,52,3,2,1.5,0.2,0.805148127,0.667176347,0.527918735,0.686573225,0.501735805,0.961599689,0.799227253,0.30244496,0.080874138,0.728970676,2017-10-28 10:25:00,177.0,0.006811473548777762,-0.009687429047150543,0.08521910239915229,0.068266101566639,0.351277,51428483.9,0.115491,191318000.0,2.5663,35596000.0,15832483.899999999,-687516.1,-260753000.0,89789000.0,6202000.0,95991000.0,50415000.0,28192000.0,258140000.0,257341000.0,16338000.0,15539000.0,-260753000.0,468409000.0,10.123,9.1035,5591181600.0,5330428600.0,12.3679,13.753,12.5559,107.2834,0.0,0.009321,27.8616,11.9703,55.5305,59.3662,103.6474,46.3048,336.6767,0.396842,0.372018,0.363365,0.366189,0.376471,0.499004,-0.426478,0.228587,0.074106,0.109581,0.109054,0.083211,0.080908,0.083333,0.146368,-0.275793,0.093552,0.841396,0.215563,0.202419,0.201635,0.117035,0.158604,0.489897,0.14908,0.638977,0.570553,1.017307,0.429447,0.9141,9.1933,2.2904,8.0263,4.7083,39.7029,159.3577,77.5225,121.5381,-0.5772,1.187,1.2075,0.0344,0.0361,0.296384,0.002902,0.293482,-0.169402,0.126981,0.091243,0.184306,0.106976,0.0,0.126981,0.0,0.0,2.283368,0.001706,0.033174,0.03488,0.0,0.0,0.96512,0.1702,-2.7164,0.1619,0.3177,-5.0702,0.3021,35.9013,nm,nm,nm,nm,nm,nm,nm,4.6965,4.0795,0.06331,0.579694,0.5779,51428483.9,0.115491,0.205125,43238000.0,1.21,44658000.0,1.17,43100000.0,1.21,0.25,,0.25,0.25,0.0,-0.13000000000000034,,-0.13000000000000034,-0.10000000000000009,0.0,0.0
17,MichaelÂ Minogue,ABMD,Health Care,Q2,2017,2017-10-28 10:25:00,0.145,0.157,0.551,4516,1298,8,174,53,1,11,5,2.2,0.375,0.807139649,0.670321412,0.536455631,0.677807423,0.507225382,0.966519582,0.817610343,0.372184817,0.052646878,0.760243042,2018-02-01 14:40:00,96.0,0.07106373528758596,0.09121696646679994,0.07117477237397286,0.10620697312902506,0.308381,90494539.7,0.179323,301696000.0,2.1032,123503000.0,-33008460.299999997,-1713460.3,-303190000.0,119099000.0,8564000.0,127663000.0,64037000.0,44466000.0,307663000.0,306812000.0,15961000.0,15110000.0,-303190000.0,620847000.0,13.2366,12.1348,7704682800.0,7401492800.0,12.7374,13.8939,15.2675,83.5576,0.0,0.011968,24.5329,14.6667,57.9768,62.1457,81.7894,49.0714,nm,0.639059,0.631381,1.113541,1.127648,1.103093,0.64528,-2.633148,0.693086,0.06291,0.170694,0.170046,0.201711,0.204074,0.2,0.206358,0.489509,0.025765,0.838031,0.252976,0.236208,0.236006,0.182719,0.161969,0.465103,0.13672,0.601823,0.759176,1.019807,0.240824,0.863,9.7109,2.2666,6.824,5.3192,37.5867,161.0341,68.6197,130.0011,-0.5217,1.1657,1.1888,0.025,0.0264,0.377148,0.006547,0.370601,-0.193343,0.183804,-0.137567,0.203666,0.157681,0.0,0.183804,0.0,0.0,2.355373,0.001371,0.024338,0.025708,0.0,0.0,0.974292,0.125,-2.3749,0.1184,0.1764,-3.3504,0.167,53.5019,nm,nm,nm,nm,nm,nm,nm,5.8425,5.0589,0.088113,0.609662,0.607976,90494539.7,0.179323,0.24068,44141000.0,2.11,45698000.0,2.04,43800000.0,2.11,0.0,0.0,,0.09999999999999987,0.0,0.1200000000000001,0.29000000000000004,,0.10999999999999988,0.10999999999999988,0.0
18,MichaelÂ Minogue,ABMD,Health Care,Q3,2017,2018-02-01 14:40:00,0.159,0.163,0.142,3108,2098,1375,122,116,54,11,4,2.75,0.466666667,0.805059099,0.664013403,0.548728367,0.690833292,0.500360238,0.961366671,0.779661159,0.479645127,0.098168771,0.720827385,2018-05-03 08:00:00,90.0,-0.011549183592194368,-0.08602150537634407,0.1670649143767424,0.147431302270012,0.312151,88483793.2,0.162656,281744000.0,2.3823,106793000.0,-18309206.799999997,-1738206.8,-350738000.0,138415000.0,9814000.0,148229000.0,76944000.0,45592000.0,346845000.0,346845000.0,0.0,0.0,-350738000.0,632482000.0,13.7889,12.6758,8596309290.0,8245571290.0,13.5914,14.7848,15.8022,95.2795,0.0,0.010495,29.2662,15.1575,55.6272,59.5714,93.1874,47.5518,nm,0.713412,0.709671,0.863687,0.871243,0.842593,0.726802,-1.837497,0.610417,0.077972,0.161096,0.162184,-0.02222,-0.021538,-0.02451,0.149644,0.445318,-0.066133,0.838704,0.272483,0.254717,0.254443,0.165851,0.161296,0.454662,0.129325,0.583987,0.638577,1.020742,0.361423,0.8914,9.4575,2.2229,6.4421,4.8014,38.5939,164.1968,76.0188,126.7718,-0.565,1.1626,1.1867,0.0,0.0,0.387496,0.005861,0.381635,-0.215622,0.171874,-0.080181,0.226805,0.147836,0.0,0.171874,0.0,0.0,2.253613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3739,nm,nm,nm,nm,nm,nm,nm,5.6029,4.8587,0.08381,0.637591,0.637591,88483793.2,0.162656,0.25972,44247000.0,2.05,45869000.0,1.99,44800000.0,2.05,0.26,,0.26,0.26,0.0,0.4099999999999997,,0.43999999999999995,0.44999999999999973,0.31999999999999984,1.0
19,MichaelÂ R.Â Minogue,ABMD,Health Care,Q4,2017,2018-05-03 08:00:00,0.149,0.179,0.164,3305,1432,38,169,103,5,4,5,0.8,-0.111111111,0.793699067,0.65342135,0.510735486,0.684791208,0.486288387,0.920871153,0.706762461,0.183408267,0.07436368,0.631442094,2018-07-26 12:11:00,84.0,0.041010968049594636,0.09942775393419175,0.3220672389127325,0.2173938960419647,0.333357,109862795.3,0.185032,289773000.0,2.4683,98455000.0,11407795.299999997,-2307204.7,-399751000.0,156749000.0,11005000.0,167754000.0,55863000.0,47340000.0,409589000.0,409589000.0,0.0,0.0,-399751000.0,689524000.0,15.039,13.8937,13341600510.0,12941849510.0,19.349,20.9441,22.4701,118.9409,0.0,0.008408,44.662,21.7968,77.1478,82.5642,117.8001,67.2143,1134.4742,0.747601,0.745748,1.136225,1.152314,1.094017,0.672626,-0.279469,0.514614,0.091464,0.131722,0.132457,0.241615,0.243267,0.231156,0.110402,1.623063,0.028498,0.833969,0.282534,0.264652,0.263999,0.188918,0.166031,0.4425,0.126816,0.569316,0.699153,1.023528,0.300847,0.8883,9.5716,2.3159,5.7943,4.4622,38.1337,157.6078,81.7983,113.9432,-0.5786,1.171,1.1985,0.0,0.0,0.456724,0.006986,0.449737,-0.260209,0.196515,0.047425,0.234516,0.16782,0.0,0.196515,0.0,0.0,3.446754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9403,nm,nm,nm,nm,nm,nm,nm,5.8368,5.1045,0.079731,0.689835,0.689835,109862795.3,0.185032,0.27021,44153000.0,2.54,45849000.0,2.45,44200000.0,2.54,0.28,,0.28,0.28,0.010000000000000009,0.08000000000000007,,0.10000000000000009,0.5,0.1499999999999999,1.0
21,MilesÂ White,ABT,Health Care,Q4,2016,2017-01-25 12:43:00,0.163,0.198,0.145,2436,2457,2448,81,138,95,7,2,3.5,0.555555556,0.838718346,0.634571156,0.583074809,0.686023617,0.504777342,0.997606541,0.55558896,0.763821232,0.078821856,0.746545342,2017-04-19 13:46:00,84.0,0.012357884330202669,0.046218487394957916,0.12778052397429565,0.10108749382105774,0.021955,2276460014.2,0.109167,18430000000.0,1.0628,-2380000000.0,4656460014.2,876460014.2,-2287000000.0,1745000000.0,1518000000.0,3263000000.0,1121000000.0,2666000000.0,21441000000.0,20116000000.0,22006000000.0,20681000000.0,284000000.0,42723000000.0,13.849,5.6076,54432260673.8,54895260673.8,2.6503,6.5455,2.6103,38.8802,0.034873,0.02572,2.9786,2.6325,16.8236,31.4586,24.1143,17.1387,11.7891,-0.30766,-0.461586,-0.030172,-0.683473,-0.678082,0.079906,0.00327,-0.114368,0.007002,0.094966,0.10443,0.027572,0.022644,0.032967,0.119539,0.308959,-0.060269,0.5639,0.156476,0.145111,0.083681,0.067137,0.4361,0.323023,0.06939,0.418789,0.9908,0.809742,0.2477,0.4441,6.2565,3.6137,3.6472,8.0514,58.3391,101.0031,45.334,114.0082,-0.0667,2.2337,1.8088,0.9983,1.0622,0.116028,-0.625373,0.7414,-0.049429,0.066598,0.237332,0.037162,0.029815,0.006993,0.066133,1.099286,1.472143,2.85727,0.031014,0.484072,0.515086,0.0,0.00419,0.480725,6.7441,0.087,6.338,9.6668,0.1248,9.0847,2.6655,4.0487,5.2818,1.4478,2.6809,7.4316,4.8306,10.8039,4.0204,3.3068,0.127847,1.028197,0.964657,2276460014.2,0.109167,0.06776,1477000000.0,0.94,1483000000.0,0.94,1489400000.0,0.94,0.25000000000000006,,0.25000000000000006,0.26,,0.16999999999999993,,0.6799999999999997,0.9699999999999998,,0.0
22,MilesÂ White,ABT,Health Care,Q1,2017,2017-04-19 13:46:00,0.185,0.121,0.17,5006,1962,1323,209,125,70,5,2,2.5,0.428571429,0.819494308,0.654858243,0.538038728,0.710246662,0.489141862,0.986753409,0.71727277,0.385680301,0.210777628,0.65036056,2017-07-20 13:36:00,91.0,0.006637674525062924,0.0025177386129548967,0.05516136415655765,0.12771801327534918,0.09366,1466315789.5,0.065745,45366000000.0,0.6564,22779000000.0,-21312684210.5,-36684210.5,13819000000.0,2658000000.0,2337000000.0,4995000000.0,1150000000.0,4033000000.0,12893000000.0,12683000000.0,23974000000.0,23764000000.0,13358000000.0,55521000000.0,18.074,-5.415,74112682989.0,87655682989.0,2.3631,nm,3.323,49.3098,0.030554,0.02028,1.9322,3.9302,17.5487,32.9781,59.7795,22.65,nm,0.234248,0.022701,-0.374108,-0.385779,-0.401235,0.347962,-21.556972,1.0085,0.069534,0.5308,0.523209,-0.355879,0.073571,0.031915,0.208242,-5.577014,1.46153,0.550912,0.223961,0.101332,0.119177,0.06739,0.449088,0.335291,0.072681,0.449581,0.700047,0.80775,0.351188,0.4036,5.6179,2.9541,3.4048,7.9053,64.9711,123.5556,46.1716,142.355,0.2971,2.1097,1.7041,0.7533,0.7599,0.043157,-0.004714,0.047871,0.014222,0.057378,-0.627277,0.048098,0.027198,0.005822,0.057044,1.073852,1.139055,3.365217,0.003782,0.428018,0.431801,0.0,0.003332,0.564867,4.7996,2.6743,4.7576,16.3498,9.1099,16.2066,2.2848,4.4374,2.4479,2.5175,0.5281,6.4608,4.5409,-35.5804,2.9084,2.0117,0.180828,0.578084,0.568668,1466315789.5,0.065745,0.096265,1727356000.0,0.97,1735195000.0,0.97,1745800000.0,0.97,0.25,,0.25,0.25,0.0,-0.20999999999999996,,-0.26000000000000023,-0.3599999999999999,-0.26000000000000023,0.0
23,MilesÂ White,ABT,Health Care,Q2,2017,2017-07-20 13:36:00,0.153,0.162,0.106,6018,1410,386,311,74,26,15,3,5.0,0.666666667,0.831794372,0.646610803,0.536490414,0.69546021,0.487371473,0.995395057,0.65465914,0.372479719,0.119863482,0.638663427,2017-10-18 15:32:00,90.0,0.002168342203824296,-0.012221565148827074,0.0041395623891188815,0.03508771929824564,0.148424,1127458019.7,0.047759,44900000000.0,0.6994,22294000000.0,-21166541980.3,-43541980.3,13112000000.0,2338000000.0,3068000000.0,5406000000.0,1158000000.0,3566000000.0,13401000000.0,13180000000.0,24031000000.0,23810000000.0,12651000000.0,55819000000.0,18.0698,-5.2508,82258862696.1,95095862696.1,2.603,nm,3.4845,70.2467,0.027852,0.014236,2.1179,4.0283,17.5908,40.674,84.3454,22.0538,nm,0.408913,-0.023392,-0.54325,-0.485953,-0.523179,0.518845,-24.932318,0.986198,0.058467,0.082282,-0.120391,-0.231095,-0.220892,-0.257732,0.114212,0.006857,-0.010272,0.53751,0.229,0.077519,0.099038,0.049604,0.46249,0.334265,0.075952,0.459991,0.678054,0.738666,0.383903,0.4254,5.7578,3.4034,3.6008,7.7433,63.3922,107.2467,47.1378,123.5012,0.2838,2.1106,1.559,0.749,0.756,0.033403,-0.005836,0.039239,0.011136,0.044539,-0.627101,0.042133,0.021103,0.005819,0.04428,1.444919,1.530316,3.723661,0.003959,0.426557,0.430516,0.0,0.003332,0.566151,4.4452,2.3402,4.4044,21.3143,11.2208,21.1183,2.4122,3.293,1.588,1.662,-0.043,6.0732,4.4423,-29.812,2.9374,2.1267,0.151057,0.567671,0.558309,1127458019.7,0.047759,0.073156,1740524000.0,0.72,1748883000.0,0.72,1768800000.0,0.72,0.2499999999999999,,0.2499999999999999,0.2499999999999999,0.0,0.040000000000000036,,0.029999999999999805,-0.1299999999999999,0.10999999999999988,0.0
24,MilesÂ White,ABT,Health Care,Q3,2017,2017-10-18 15:32:00,0.164,0.194,0.211,4878,1580,799,204,90,42,8,3,2.666666667,0.454545455,0.828571897,0.666806203,0.55249632,0.714731766,0.497400222,0.993846725,0.796992899,0.513319948,0.244812275,0.702911317,2018-01-24 14:03:00,97.0,0.001788908765652977,-0.007155635062611782,0.008407871198568853,0.018425760286225425,0.213734,1332292259.1,0.053008,44063000000.0,0.7894,24451000000.0,-23118707740.9,-770707740.9,11845000000.0,3230000000.0,3502000000.0,6732000000.0,1109000000.0,2958000000.0,14157000000.0,13442000000.0,24025000000.0,23310000000.0,11440000000.0,56243000000.0,18.2606,-4.9095,91064741413.5,102690741413.5,2.8429,nm,3.6232,43.3023,0.02533,0.023093,2.3305,4.0857,15.2541,31.7928,77.0782,20.1354,nm,1.25906,1.044304,-0.398616,0.536158,0.406593,0.782593,-7.498807,1.246737,0.064684,0.245283,0.381523,0.181678,0.795901,0.777778,0.182746,-0.092229,-0.018641,0.542094,0.267844,0.067717,0.128511,0.083672,0.457906,0.333333,0.079932,0.474377,0.830569,0.783901,0.21722,0.4498,6.1906,3.7759,3.8808,7.9127,58.96,96.6652,46.1285,109.4967,0.1988,2.1039,1.6492,0.7235,0.7457,0.041847,-0.145954,0.1878,0.037342,0.079188,-0.726147,0.05781,0.037639,0.005761,0.078732,0.84213,0.892534,4.598738,0.012713,0.414452,0.427164,0.0,0.003307,0.569529,3.5688,1.6993,3.4626,18.0328,8.5867,17.4962,2.5743,3.9827,1.6428,2.6153,0.2753,6.2885,4.9211,-28.5064,2.694,2.0163,0.117689,0.563261,0.534813,1332292259.1,0.053008,0.10074,1743757000.0,1.28,1754156000.0,1.28,1773500000.0,1.28,0.0,,0.0,0.0,0.0,0.1499999999999999,,0.06999999999999984,0.17999999999999972,0.10999999999999988,0.0
25,MilesÂ White,ABT,Health Care,Q4,2017,2018-01-24 14:03:00,0.188,0.186,0.203,5548,1475,1214,200,87,71,9,10,0.9,-0.052631579,0.819119198,0.624082964,0.555190635,0.683934822,0.480406729,0.986348419,0.466100287,0.537355298,0.071380946,0.59147396,2018-04-18 14:04:00,84.0,0.0006331117442228419,-0.01614434947768286,-0.020734409623298547,-0.05159860715416268,0.31348,247463917.5,0.009035,48822000000.0,0.8145,30392000000.0,-30144536082.5,-229536082.5,17724000000.0,3011000000.0,3933000000.0,6944000000.0,1135000000.0,2339000000.0,11949000000.0,11235000000.0,27924000000.0,27210000000.0,17431000000.0,59022000000.0,17.6655,-8.3453,97580363101.5,115212363101.5,3.1582,nm,3.5626,204.571,0.018999,0.004888,2.3598,4.2064,16.5916,38.2638,465.5724,20.6844,nm,1.128103,0.725501,-0.891294,-0.659286,-0.712766,0.738995,-7.473702,1.64905,0.089759,0.031491,-0.067802,-0.814257,-0.773181,-0.789063,0.092157,-0.303902,0.108004,0.546951,0.253523,0.057101,0.109931,0.017415,0.453049,0.335232,0.082512,0.48985,0.213805,0.74095,0.841775,0.4249,6.447,4.1123,4.1151,6.9324,56.6156,88.7572,52.6513,92.7215,0.2979,2.488,1.8435,0.875,0.8979,0.007359,-0.029738,0.037098,0.011052,0.018412,-0.896465,0.046713,0.0074,0.007334,0.018277,3.87631,4.121593,4.907489,0.012097,0.461015,0.473112,0.0,0.003406,0.523483,4.0213,2.5102,3.9185,112.8407,70.4386,109.9554,2.4033,3.3308,0.2737,2.0752,-0.9818,6.1615,4.906,-33.3457,2.2607,1.6673,0.085396,0.436254,0.410186,1094800000.0,0.039971,0.081453,1740000000.0,0.27,1749000000.0,0.27,1766700000.0,0.27,0.26,,0.26,0.26,,0.31000000000000005,,0.18999999999999995,0.4099999999999997,,1.0
