,Unnamed: 0,CEO,Ticker,Sector,Quarter,Year,Date,OtherExecScore,Analyst_Word_Count,Analyst_Sent_Count,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law,CEOScore_sqrt,CEO_Word_Count_sqrt,CEO_Sent_Count_sqrt,OtherExec_Sent_Count_sqrt,CEO_Pos_Fin_sqrt,AnalystScore_pwr,OtherExec_Word_Count_pwr
11,12,RichardÂ A.Â Gonzalez,ABBV,Health Care,Q1,2018,4/26/2018 14:03,1.15,1811,101,4,3,2.5,1.815603462,1.653263863,1.544442616,1.710864484,1.517450175,0.982004866,0.705599575,0.441531848,0.215294234,0.812854961,7/27/2018 17:45,92,0.013238916,0.029146141,0.03068555,-0.049158456,0.129453,7593223631,0.256424,44830000000,0.6815,2753000000,4840223631,1212223631,41277000000,9446000000,1572000000,11018000000,553000000,293000000,9767000000,3386000000,52808000000,46427000000,41277000000,56361000000,2.2262,-24.7851,1.44641E+11,1.85918E+11,40.7095,NA,4.8845,22.6674,0.02902,0.044116,4.1472,6.2785,16.874,19.6822,24.4847,17.7014,38.411,0.049233,0.02607,0.041331,0.011252,0.031088,0.49722,2.307055,0.065428,0.049475,0.076818,0.081892,0.15784,0.201921,0.206061,0.054518,1.430935,-0.029465,0.751689,0.372079,0.339086,0.318992,0.215487,0.248311,0.226699,0.185904,0.412603,0.756222,0.893288,0.243778,0.4387,5.6307,4.6464,10.8868,0.7701,64.8229,78.5547,473.9589,-330.5814,9.1634,15.7883,14.1035,13.067,14.8629,0.174744,0.030941,0.143802,1.317713,1.492457,0.111389,0.139935,0.094529,0,1.492457,0.660868,0.965836,18.992767,0.113217,0.823743,0.93696,0,0,0.06304,4.7929,3.7463,4.2137,6.9546,5.436,6.1143,2.3548,NA,NA,NA,NA,NA,NA,NA,1.1985,0.8978,0.009895,0.329833,0.114346,7593223631,0.256424,0.284952,1591000000,3.98,1596000000,3.98,1599400000,3.98,0.28,,0.28,0.28,0.02,0.12,,0.34,0.58,0.22,1,0.309838668,66.59579566,14.03566885,13.68857754,4,1.050164716,110.4149106
12,14,MikeÂ Minogue,ABMD,Health Care,Q2,2016,10/27/2016 22:45,1.095,1409,59,6,2.4,2.411764706,1.82004904,1.648966075,1.531312366,1.687644072,1.489609098,0.987333288,0.673077885,0.329486604,0.084988243,0.653424502,1/26/2017 12:05,90,0.020580526,-0.004853898,0.135035433,0.090767887,0.380698,42816555,0.111009,178193000,2.3111,22605000,20211555,-521445,-220248000,73005000,4883000,77888000,22658000,35743000,268688000,267948000,16701000,15961000,-220248000,415142000,8.9377,7.8659,5732096400,5511848400,14.3863,16.3466,14.8615,132.2649,0,0.007561,30.9319,14.2904,70.7663,75.4996,128.7317,60.1238,272.7078,0.369556,0.353323,-0.663958,-0.661823,-0.673401,0.472833,-0.429489,0.145288,0.074062,0.031151,0.020835,0.026184,0.027015,0.031915,-0.006352,-0.484413,0.155949,0.844994,0.201938,0.189258,0.189278,0.112361,0.155006,0.495789,0.159947,0.655737,0.586552,1.012068,0.413448,0.9093,9.2134,2.1931,12.5173,5.232,39.6161,166.4344,69.7631,136.2874,-0.5425,1.1628,1.1768,0.0401,0.0419,0.256555,0.002635,0.25392,-0.137745,0.11881,0.121107,0.17212,0.102176,0,0.11881,0,0,4.046032,0.001783,0.038447,0.04023,0,0,0.95977,0.2144,-2.8278,0.2049,0.3901,-5.144,0.3728,46.7516,NA,NA,NA,NA,NA,NA,NA,6.1606,5.3841,0.09267,0.696621,0.694702,42816555,0.111009,0.191562,43129000,1.02,44580000,0.97,42300000,1.02,0.01,,0.11,0,0.01,0.23,,0.39,0.35,0.29,0,0.368781778,66.6183158,11.78982612,3.645751311,4.464101615,1.04626308,26.7127668
13,15,MikeÂ Minogue,ABMD,Health Care,Q3,2016,1/26/2017 12:05,1.185,1832,72,5,1.75,2.272727273,1.818166048,1.680162086,1.547563731,1.689671877,1.501287865,0.985270971,0.868063562,0.469254745,0.093205468,0.726331948,5/4/2017 8:00,97,0.029314421,-0.015602837,0.146193853,0.18392435,0.367609,47477823.2,0.11452,174951000,2.5569,25616000,21861823.2,-737176.8,-242429000,80960000,5551000,86511000,31730000,34609000,275318000,274548000,16520000,15750000,-242429000,433900000,9.3228,8.3217,5044683600,4802254600,12.0865,13.5406,12.1681,104.6289,0,0.009558,27.4491,11.5834,55.5103,59.3164,101.1473,47.8226,219.664,0.420682,0.402974,-0.621111,-0.617411,-0.627586,0.385057,-0.45732,0.171534,0.074874,0.11071,0.108965,0.108866,0.112534,0.113402,0.09537,0.08165,-0.018194,0.840733,0.208671,0.195274,0.195282,0.116298,0.159267,0.490396,0.155063,0.645459,0.586457,1.015489,0.413543,0.9289,9.5284,2.2932,10.9202,5.645,38.3065,159.1696,64.6595,132.8166,-0.5749,1.17,1.1881,0.0377,0.0396,0.292815,0.003361,0.289453,-0.166417,0.126398,0.134831,0.181405,0.108034,0,0.126398,0,0,3.164765,0.001775,0.036299,0.038073,0,0,0.961927,0.191,-2.8023,0.1821,0.348,-5.1062,0.3317,38.0584,NA,NA,NA,NA,NA,NA,NA,5.6636,4.9411,0.083479,0.664087,0.66223,47477823.2,0.11452,0.198306,43431000,1.13,44770000,1.08,42900000,1.13,0.25,,0.25,0.26,0,0.15,,0.65,0.94,-0.06,0,0.379473319,68.68769904,11,4.16227766,3.645751311,1.050164716,42.62766037
16,18,MichaelÂ Minogue,ABMD,Health Care,Q3,2017,2/1/2018 14:40,1.142,2099,117,5,2.75,2.466666667,1.805059099,1.664013403,1.548728367,1.690833292,1.500360238,0.961366671,0.779661159,0.479645127,0.098168771,0.720827385,5/3/2018 8:00,90,-0.011549184,-0.086021505,0.167064914,0.147431302,0.312151,88483793.2,0.162656,281744000,2.3823,106793000,-18309206.8,-1738206.8,-350738000,138415000,9814000,148229000,76944000,45592000,346845000,346845000,0,0,-350738000,632482000,13.7889,12.6758,8596309290,8245571290,13.5914,14.7848,15.8022,95.2795,0,0.010495,29.2662,15.1575,55.6272,59.5714,93.1874,47.5518,NA,0.713412,0.709671,0.863687,0.871243,0.842593,0.726802,-1.837497,0.610417,0.077972,0.161096,0.162184,-0.02222,-0.021538,-0.02451,0.149644,0.445318,-0.066133,0.838704,0.272483,0.254717,0.254443,0.165851,0.161296,0.454662,0.129325,0.583987,0.638577,1.020742,0.361423,0.8914,9.4575,2.2229,6.4421,4.8014,38.5939,164.1968,76.0188,126.7718,-0.565,1.1626,1.1867,0,0,0.387496,0.005861,0.381635,-0.215622,0.171874,-0.080181,0.226805,0.147836,0,0.171874,0,0,2.253613,0,0,0,0,0,1,0,0,0,0,0,0,61.3739,NA,NA,NA,NA,NA,NA,NA,5.6029,4.8587,0.08381,0.637591,0.637591,88483793.2,0.162656,0.25972,44247000,2.05,45869000,1.99,44800000,2.05,0.26,,0.26,0.26,0,0.41,,0.44,0.45,0.32,1,0.398748041,55.74943946,11.04536102,8.348469228,4.31662479,1.045784548,77.38034556
17,19,MichaelÂ R.Â Minogue,ABMD,Health Care,Q4,2017,5/3/2018 8:00,1.164,1433,104,6,0.8,1.888888889,1.793699067,1.65342135,1.510735486,1.684791208,1.486288387,0.920871153,0.706762461,0.183408267,0.07436368,0.631442094,7/26/2018 12:11,84,0.041010968,0.099427754,0.322067239,0.217393896,0.333357,109862795.3,0.185032,289773000,2.4683,98455000,11407795.3,-2307204.7,-399751000,156749000,11005000,167754000,55863000,47340000,409589000,409589000,0,0,-399751000,689524000,15.039,13.8937,13341600510,12941849510,19.349,20.9441,22.4701,118.9409,0,0.008408,44.662,21.7968,77.1478,82.5642,117.8001,67.2143,1134.4742,0.747601,0.745748,1.136225,1.152314,1.094017,0.672626,-0.279469,0.514614,0.091464,0.131722,0.132457,0.241615,0.243267,0.231156,0.110402,1.623063,0.028498,0.833969,0.282534,0.264652,0.263999,0.188918,0.166031,0.4425,0.126816,0.569316,0.699153,1.023528,0.300847,0.8883,9.5716,2.3159,5.7943,4.4622,38.1337,157.6078,81.7983,113.9432,-0.5786,1.171,1.1985,0,0,0.456724,0.006986,0.449737,-0.260209,0.196515,0.047425,0.234516,0.16782,0,0.196515,0,0,3.446754,0,0,0,0,0,1,0,0,0,0,0,0,84.9403,NA,NA,NA,NA,NA,NA,NA,5.8368,5.1045,0.079731,0.689835,0.689835,109862795.3,0.185032,0.27021,44153000,2.54,45849000,2.45,44200000,2.54,0.28,,0.28,0.28,0.01,0.08,,0.1,0.5,0.15,1,0.386005181,57.48912941,13,3.236067977,3,1.053684653,9.868908166
18,21,MilesÂ White,ABT,Health Care,Q4,2016,1/25/2017 12:43,1.145,2458,139,3,3.5,2.555555556,1.838718346,1.634571156,1.583074809,1.686023617,1.504777342,0.997606541,0.55558896,0.763821232,0.078821856,0.746545342,4/19/2017 13:46,84,0.012357884,0.046218487,0.127780524,0.101087494,0.021955,2276460014,0.109167,18430000000,1.0628,-2380000000,4656460014,876460014.2,-2287000000,1745000000,1518000000,3263000000,1121000000,2666000000,21441000000,20116000000,22006000000,20681000000,284000000,42723000000,13.849,5.6076,54432260674,54895260674,2.6503,6.5455,2.6103,38.8802,0.034873,0.02572,2.9786,2.6325,16.8236,31.4586,24.1143,17.1387,11.7891,-0.30766,-0.461586,-0.030172,-0.683473,-0.678082,0.079906,0.00327,-0.114368,0.007002,0.094966,0.10443,0.027572,0.022644,0.032967,0.119539,0.308959,-0.060269,0.5639,0.156476,0.145111,0.083681,0.067137,0.4361,0.323023,0.06939,0.418789,0.9908,0.809742,0.2477,0.4441,6.2565,3.6137,3.6472,8.0514,58.3391,101.0031,45.334,114.0082,-0.0667,2.2337,1.8088,0.9983,1.0622,0.116028,-0.625373,0.7414,-0.049429,0.066598,0.237332,0.037162,0.029815,0.006993,0.066133,1.099286,1.472143,2.85727,0.031014,0.484072,0.515086,0,0.00419,0.480725,6.7441,0.087,6.338,9.6668,0.1248,9.0847,2.6655,4.0487,5.2818,1.4478,2.6809,7.4316,4.8306,10.8039,4.0204,3.3068,0.127847,1.028197,0.964657,2276460014,0.109167,0.06776,1477000000,0.94,1483000000,0.94,1489400000,0.94,0.25,,0.25,0.26,,0.17,,0.68,0.97,,0,0.403732585,49.35585072,9,10.74679434,3.645751311,1.063728078,108.9659593
19,22,MilesÂ White,ABT,Health Care,Q1,2017,4/19/2017 13:46,1.17,1963,126,3,2.5,2.428571429,1.819494308,1.654858243,1.538038728,1.710246662,1.489141862,0.986753409,0.71727277,0.385680301,0.210777628,0.65036056,7/20/2017 13:36,91,0.006637675,0.002517739,0.055161364,0.127718013,0.09366,1466315790,0.065745,45366000000,0.6564,22779000000,-21312684211,-36684210.5,13819000000,2658000000,2337000000,4995000000,1150000000,4033000000,12893000000,12683000000,23974000000,23764000000,13358000000,55521000000,18.074,-5.415,74112682989,87655682989,2.3631,NA,3.323,49.3098,0.030554,0.02028,1.9322,3.9302,17.5487,32.9781,59.7795,22.65,NA,0.234248,0.022701,-0.374108,-0.385779,-0.401235,0.347962,-21.556972,1.0085,0.069534,0.5308,0.523209,-0.355879,0.073571,0.031915,0.208242,-5.577014,1.46153,0.550912,0.223961,0.101332,0.119177,0.06739,0.449088,0.335291,0.072681,0.449581,0.700047,0.80775,0.351188,0.4036,5.6179,2.9541,3.4048,7.9053,64.9711,123.5556,46.1716,142.355,0.2971,2.1097,1.7041,0.7533,0.7599,0.043157,-0.004714,0.047871,0.014222,0.057378,-0.627277,0.048098,0.027198,0.005822,0.057044,1.073852,1.139055,3.365217,0.003782,0.428018,0.431801,0,0.003332,0.564867,4.7996,2.6743,4.7576,16.3498,9.1099,16.2066,2.2848,4.4374,2.4479,2.5175,0.5281,6.4608,4.5409,-35.5804,2.9084,2.0117,0.180828,0.578084,0.568668,1466315790,0.065745,0.096265,1727356000,0.97,1735195000,0.97,1745800000,0.97,0.25,,0.25,0.25,0,-0.21,,-0.26,-0.36,-0.26,0,0.430116263,70.75309181,14.45683229,9.366600265,3.236067977,1.027588947,75.63386051
20,23,MilesÂ White,ABT,Health Care,Q2,2017,7/20/2017 13:36,1.106,1411,75,4,5,2.666666667,1.831794372,1.646610803,1.536490414,1.69546021,1.487371473,0.995395057,0.65465914,0.372479719,0.119863482,0.638663427,10/18/2017 15:32,90,0.002168342,-0.012221565,0.004139562,0.035087719,0.148424,1127458020,0.047759,44900000000,0.6994,22294000000,-21166541980,-43541980.3,13112000000,2338000000,3068000000,5406000000,1158000000,3566000000,13401000000,13180000000,24031000000,23810000000,12651000000,55819000000,18.0698,-5.2508,82258862696,95095862696,2.603,NA,3.4845,70.2467,0.027852,0.014236,2.1179,4.0283,17.5908,40.674,84.3454,22.0538,NA,0.408913,-0.023392,-0.54325,-0.485953,-0.523179,0.518845,-24.932318,0.986198,0.058467,0.082282,-0.120391,-0.231095,-0.220892,-0.257732,0.114212,0.006857,-0.010272,0.53751,0.229,0.077519,0.099038,0.049604,0.46249,0.334265,0.075952,0.459991,0.678054,0.738666,0.383903,0.4254,5.7578,3.4034,3.6008,7.7433,63.3922,107.2467,47.1378,123.5012,0.2838,2.1106,1.559,0.749,0.756,0.033403,-0.005836,0.039239,0.011136,0.044539,-0.627101,0.042133,0.021103,0.005819,0.04428,1.444919,1.530316,3.723661,0.003959,0.426557,0.430516,0,0.003332,0.566151,4.4452,2.3402,4.4044,21.3143,11.2208,21.1183,2.4122,3.293,1.588,1.662,-0.043,6.0732,4.4423,-29.812,2.9374,2.1267,0.151057,0.567671,0.558309,1127458020,0.047759,0.073156,1740524000,0.72,1748883000,0.72,1768800000,0.72,0.25,,0.25,0.25,0,0.04,,0.03,-0.13,0.11,0,0.391152144,77.57576941,17.63519209,6.099019514,4.872983346,1.045308066,36.64120533
21,24,MilesÂ White,ABT,Health Care,Q3,2017,10/18/2017 15:32,1.211,1581,91,4,2.666666667,2.454545455,1.828571897,1.666806203,1.55249632,1.714731766,1.497400222,0.993846725,0.796992899,0.513319948,0.244812275,0.702911317,1/24/2018 14:03,97,0.001788909,-0.007155635,0.008407871,0.01842576,0.213734,1332292259,0.053008,44063000000,0.7894,24451000000,-23118707741,-770707740.9,11845000000,3230000000,3502000000,6732000000,1109000000,2958000000,14157000000,13442000000,24025000000,23310000000,11440000000,56243000000,18.2606,-4.9095,91064741414,1.02691E+11,2.8429,NA,3.6232,43.3023,0.02533,0.023093,2.3305,4.0857,15.2541,31.7928,77.0782,20.1354,NA,1.25906,1.044304,-0.398616,0.536158,0.406593,0.782593,-7.498807,1.246737,0.064684,0.245283,0.381523,0.181678,0.795901,0.777778,0.182746,-0.092229,-0.018641,0.542094,0.267844,0.067717,0.128511,0.083672,0.457906,0.333333,0.079932,0.474377,0.830569,0.783901,0.21722,0.4498,6.1906,3.7759,3.8808,7.9127,58.96,96.6652,46.1285,109.4967,0.1988,2.1039,1.6492,0.7235,0.7457,0.041847,-0.145954,0.1878,0.037342,0.079188,-0.726147,0.05781,0.037639,0.005761,0.078732,0.84213,0.892534,4.598738,0.012713,0.414452,0.427164,0,0.003307,0.569529,3.5688,1.6993,3.4626,18.0328,8.5867,17.4962,2.5743,3.9827,1.6428,2.6153,0.2753,6.2885,4.9211,-28.5064,2.694,2.0163,0.117689,0.563261,0.534813,1332292259,0.053008,0.10074,1743757000,1.28,1754156000,1.28,1773500000,1.28,0,,0,0,0,0.15,,0.07,0.18,0.11,0,0.404969135,69.84268036,14.28285686,7.480740698,3.828427125,1.061554944,56.14778421
22,25,MilesÂ White,ABT,Health Care,Q4,2017,1/24/2018 14:03,1.203,1476,88,11,0.9,1.947368421,1.819119198,1.624082964,1.555190635,1.683934822,1.480406729,0.986348419,0.466100287,0.537355298,0.071380946,0.59147396,4/18/2018 14:04,84,0.000633112,-0.016144349,-0.02073441,-0.051598607,0.31348,247463917.5,0.009035,48822000000,0.8145,30392000000,-30144536083,-229536082.5,17724000000,3011000000,3933000000,6944000000,1135000000,2339000000,11949000000,11235000000,27924000000,27210000000,17431000000,59022000000,17.6655,-8.3453,97580363102,1.15212E+11,3.1582,NA,3.5626,204.571,0.018999,0.004888,2.3598,4.2064,16.5916,38.2638,465.5724,20.6844,NA,1.128103,0.725501,-0.891294,-0.659286,-0.712766,0.738995,-7.473702,1.64905,0.089759,0.031491,-0.067802,-0.814257,-0.773181,-0.789063,0.092157,-0.303902,0.108004,0.546951,0.253523,0.057101,0.109931,0.017415,0.453049,0.335232,0.082512,0.48985,0.213805,0.74095,0.841775,0.4249,6.447,4.1123,4.1151,6.9324,56.6156,88.7572,52.6513,92.7215,0.2979,2.488,1.8435,0.875,0.8979,0.007359,-0.029738,0.037098,0.011052,0.018412,-0.896465,0.046713,0.0074,0.007334,0.018277,3.87631,4.121593,4.907489,0.012097,0.461015,0.473112,0,0.003406,0.523483,4.0213,2.5102,3.9185,112.8407,70.4386,109.9554,2.4033,3.3308,0.2737,2.0752,-0.9818,6.1615,4.906,-33.3457,2.2607,1.6673,0.085396,0.436254,0.410186,1094800000,0.039971,0.081453,1740000000,0.27,1749000000,0.27,1766700000,0.27,0.26,,0.26,0.26,,0.31,,0.19,0.41,,1,0.433589668,74.4848978,14.14213562,9.426149773,4,1.057302294,71.88122458
23,26,MilesÂ White,ABT,Health Care,Q1,2018,4/18/2018 14:04,1.222,1153,73,11,1.3,2.130434783,1.820203078,1.628481731,1.559442357,1.686460889,1.475772528,0.98749036,0.503684168,0.574974292,0.080451419,0.559274603,7/18/2018 17:17,91,0.006048387,-0.014616935,0.033770161,0.037466398,0.275389,471268951.2,0.016568,48889000000,0.6036,3523000000,-3051731049,-4731048.8,17288000000,2715000000,3651000000,6366000000,1138000000,2649000000,6691000000,5954000000,21891000000,21154000000,16936000000,53492000000,17.787,-7.801,1.03898E+11,1.21036E+11,3.309,NA,3.6526,218.2733,0.018265,0.004581,2.4757,4.2551,19.0129,44.5805,256.8302,19.829,NA,0.274474,0.021445,-0.678603,-0.6833,-0.731959,0.577261,0.856812,0.077657,0.038518,-0.083237,-0.098306,0.904395,-0.002096,-0.037037,0.095871,0.898763,0.001372,0.563579,0.2238,0.084866,0.095447,0.016734,0.436421,0.326384,0.080717,0.478713,0.247144,0.709392,0.804777,0.4012,5.7663,3.1745,3.812,6.2745,63.2992,114.9776,58.1724,120.1044,0.4926,2.2454,1.5929,0.6694,0.6927,0.01,-0.000304,0.010304,0.005076,0.015076,-0.064755,0.038295,0.006714,0.006128,0.014983,3.94958,4.264706,5.363796,0.013778,0.395461,0.409239,0,0.003776,0.586985,3.4387,2.6604,3.323,46.4512,35.937,44.8873,2.6852,2.9543,0.5128,1.716,-0.7255,6.642,5.4037,-3.3207,1.6608,1.0431,0.093127,0.235226,0.209316,1689800000,0.059406,0.06771,1753412000,0.27,1765278000,0.26,1741700000,0.27,0.27,,0.27,0.27,0.26,0,,0.25,0.41,0.02,1,0.44609416,71.07742258,15.77973384,6.477225575,4.605551275,1.031576297,37.90064733
24,28,Shantanu Narayen,ADBE,Information Technology,Q4,2016,12/15/2016 22:19,1.207,1782,107,1,inf,3,1.823877982,1.666348152,1.599913176,1.696160362,1.541550624,0.990768735,0.794207446,0.863458615,0.123420253,0.905911844,3/16/2017 20:21,90,-0.039424861,-0.028571429,0.051762523,0.10825603,0.220815,1216395310,0.207773,4555735000,1.2356,-364992000,1581387310,47613310.3,-2869100000,1507150000,331535000,1838685000,203805000,-1733161000,3028139000,3028139000,1892200000,1892200000,-2869100000,9317035000,14.7231,3.1806,50293739270,47424639270,6.7737,31.3561,8.5907,43.0309,0,0.023239,10.4099,8.1006,25.7927,31.4664,38.9879,21.5593,29.9893,0.440437,0.608478,0.869446,0.856533,0.870968,0.496921,4.63426,-0.074174,0.054393,0.092385,0.118769,0.192351,0.178357,0.183673,0.123088,0.170774,-0.040522,0.859951,0.314067,0.255123,0.257438,0.199641,0.140049,0.098422,0.166709,0.604827,0.814404,0.95222,0.185596,0.4794,7.7798,NA,7.3012,9.0432,46.9165,0,40.3617,6.5548,-0.3431,1.693,1.6121,0.2548,0.2548,0.256719,-0.019238,0.275957,-0.094686,0.162034,0.333751,0.123417,0.095709,0,0.162034,0,0.919761,10.793298,0,0.20309,0.20309,0,0,0.79691,1.0291,-1.5604,1.0291,1.5556,-2.3587,1.5556,7.7571,21.3956,17.268,18.5024,14.3748,31.2275,28.3343,22.4495,2.077,1.9897,-0.296043,0.517239,0.517239,1216395310,0.207773,0.245137,498345000,2.35,504299000,2.32,497400000,2.35,0.25,,0.26,0.26,0.25,0.8,,0.9,1.04,0.37,0,0.458257569,50.41825066,10.19803903,8.071067812,3,1.040203217,52.11443863
25,29,Shantanu Narayen,ADBE,Information Technology,Q1,2017,3/16/2017 20:21,1.078,1364,63,1,inf,3,1.827160213,1.672694283,1.614555824,1.701303936,1.540027258,0.993034038,0.830759568,0.922795276,0.151816353,0.901295683,6/20/2017 20:30,96,-0.011210588,-0.012300506,0.04118334,0.062125341,0.213639,1354991120,0.220226,4825147000,1.2653,-74998000,1429989120,42070120.1,-2763543000,1671410000,331144000,2002554000,188508000,-1846124000,2801493000,2801493000,1884074000,1884074000,-2763543000,9472764000,15.1513,2.6872,60123354440,57359811440,7.9228,44.6711,9.7718,45.7936,0,0.021837,11.8877,9.3226,28.6433,34.3182,42.3322,23.5799,40.1121,0.41661,0.558299,0.638748,0.643267,0.66879,0.363538,0.152735,-0.015305,0.050955,0.089123,0.108987,0.11394,0.123324,0.12931,0.105851,-0.095738,0.059137,0.860441,0.325473,0.26896,0.271653,0.213388,0.139559,0.094347,0.166407,0.59148,0.818803,0.959347,0.181197,0.4934,8.4863,NA,7.6119,6.5251,43.0107,0,55.9377,-12.927,-0.3371,1.7002,1.6311,0.2483,0.2483,0.278653,-0.017017,0.29567,-0.099658,0.178995,0.294076,0.134027,0.10528,0,0.178995,0,0.856868,12.904338,0,0.198894,0.198894,0,0,0.801106,0.9408,-1.38,0.9408,1.3905,-2.0395,1.3905,8.6546,23.8422,19.3286,21.1532,16.6396,34.7,32.0109,20.3984,1.9484,1.8613,-0.300049,0.455324,0.455324,1354991120,0.220226,0.26061,494612000,2.65,500861000,2.62,491900000,2.65,0.25,,0.25,0.5,0.25,0.13,,-0.07,0.31,0.06,0,0.384707681,51.4003891,10.90871211,9.485281374,2,1.033232836,73.82529165
27,31,Shantanu Narayen,ADBE,Information Technology,Q3,2017,9/19/2017 20:24,1.18,1890,95,4,3.666666667,2.571428571,1.82451548,1.658936656,1.599431454,1.686866601,1.534709502,0.991253453,0.746079016,0.86108249,0.081986013,0.88388535,12/14/2017 22:06,86,-0.013356142,-0.043358116,0.15244424,0.211592868,0.243302,1624412674,0.235309,4691166000,1.4627,-56973000,1681385674,32394673.9,-3479268000,2017487000,326623000,2344110000,189071000,-2003573000,3364913000,3364913000,1890000000,1890000000,-3478486000,10060434000,16.3279,3.8552,77591713880,74113227880,9.4966,40.2215,11.2398,48.738,0,0.020518,15.7985,10.7359,31.6168,36.7354,45.6246,26.7052,44.0787,0.392664,0.497596,0.592303,0.605061,0.627551,0.416917,0.244807,-0.011999,0.057783,0.085919,0.102257,0.095493,0.103088,0.103806,0.072064,0.07059,-0.014644,0.861491,0.339562,0.288417,0.292248,0.230616,0.138509,0.087397,0.167728,0.573074,0.815863,0.967208,0.184137,0.5255,7.947,NA,7.8835,11.005,45.9296,0,33.1667,12.7628,-0.389,1.7008,1.645,0.2313,0.2313,0.344181,-0.010782,0.354962,-0.138072,0.206108,0.356252,0.153571,0.121185,0,0.206108,0,0.690947,14.678264,0,0.187865,0.187865,0,0,0.812135,0.8063,-1.4839,0.8063,1.1635,-2.1414,1.1635,10.2945,27.7112,22.3121,25.1142,19.7151,38.1193,35.5223,23.0947,2.0463,1.9821,-0.290233,0.487433,0.487433,1624412674,0.235309,0.282665,493426000,3.23,500398000,3.19,493600000,3.23,0,0,0,0.25,,0.05,0,0.08,-0.01,,0,0.432434966,67.14908786,13.60147051,7.8556546,4.31662479,1.043890963,61.25132361
